,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time
25,15,0.0,895.0,0.0,21.6,106.0,24.7,79.0,9,16.1,2.4,9.0,70.0,0.0
26,15,0.0,893.0,0.0,21.6,105.0,24.7,82.0,9,16.1,2.4,9.0,70.0,0.0
27,15,0.0,894.0,0.0,21.6,105.0,24.7,82.0,9,16.1,2.4,9.0,70.0,0.0
28,15,0.0,891.0,0.0,21.2,105.0,24.3,82.0,9,16.1,2.4,9.0,70.0,0.0
29,15,0.0,883.0,0.0,21.2,105.0,24.7,85.0,9,16.1,2.4,9.0,70.0,0.0
30,15,0.0,896.0,0.0,21.2,105.0,23.5,85.0,9,16.1,2.4,9.0,70.0,0.0
31,15,0.0,891.0,0.0,21.2,105.0,23.9,85.0,9,16.1,2.4,9.0,70.0,0.0
32,15,0.0,888.0,0.0,21.2,105.0,23.1,85.0,9,16.1,2.4,9.0,70.0,0.0
33,15,0.0,896.0,0.0,21.2,104.0,23.5,85.0,9,16.1,2.4,9.0,70.0,0.0
34,15,0.0,895.0,0.0,21.2,104.0,23.5,85.0,9,16.1,2.4,9.0,70.0,0.0
35,15,0.0,891.0,0.0,21.2,103.0,23.5,85.0,9,16.1,2.4,9.0,70.0,0.0
36,15,0.0,891.0,0.0,21.2,103.0,23.5,85.0,9,16.1,2.4,9.0,70.0,0.0
37,15,0.0,898.0,0.0,21.2,103.0,23.1,82.0,9,16.1,2.4,9.0,70.0,0.0
38,15,0.0,879.0,0.0,21.2,103.0,23.1,82.0,9,16.1,2.4,9.0,70.0,0.0
39,15,0.0,901.0,0.0,21.2,103.0,23.1,82.0,9,16.1,2.4,9.0,70.0,0.0
40,15,0.0,886.0,0.0,21.2,102.0,23.1,82.0,9,16.1,2.4,9.0,70.0,0.0
41,15,0.0,882.0,0.0,20.8,102.0,22.7,82.0,9,16.1,2.4,9.0,70.0,0.0
42,15,0.0,893.0,0.0,21.2,102.0,23.5,82.0,9,16.1,2.4,9.0,70.0,0.0
43,15,0.0,895.0,0.0,21.2,102.0,23.1,82.0,9,16.1,2.4,9.0,70.0,0.0
44,15,0.0,892.0,0.0,21.2,102.0,23.1,82.0,9,16.1,2.4,9.0,70.0,0.0
45,15,0.0,890.0,0.0,21.2,101.0,23.1,82.0,9,16.1,2.4,9.0,70.0,0.0
46,15,0.0,893.0,0.0,21.2,101.0,23.5,82.0,9,16.1,2.4,9.0,70.0,0.0
47,15,0.0,896.0,0.0,21.2,101.0,23.5,82.0,9,16.1,2.4,9.0,70.0,0.0
48,15,0.0,886.0,0.0,20.8,101.0,23.1,79.0,9,16.1,2.4,9.0,70.0,0.0
49,15,0.0,890.0,0.0,21.2,101.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
50,15,0.0,891.0,0.0,21.2,101.0,23.1,79.0,9,16.1,2.4,9.0,70.0,0.0
51,15,0.0,886.0,0.0,21.2,101.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
52,15,0.0,888.0,0.0,21.2,101.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
53,15,0.0,894.0,0.0,21.2,101.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
54,15,0.0,886.0,0.0,21.2,101.0,23.1,79.0,9,16.1,2.4,9.0,70.0,0.0
55,15,0.0,889.0,0.0,21.2,101.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
56,15,0.0,893.0,0.0,21.2,101.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
57,15,0.0,897.0,0.0,21.2,101.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
58,15,0.0,888.0,0.0,21.2,102.0,23.5,79.0,9,16.1,2.4,9.0,70.0,0.0
59,15,0.0,889.0,0.0,21.2,102.0,23.5,76.0,9,16.1,2.4,9.0,70.0,0.0
60,15,0.0,890.0,0.0,21.2,102.0,23.5,76.0,9,16.1,2.4,9.0,70.0,0.0
61,15,0.0,888.0,0.0,21.2,102.0,23.5,76.0,9,16.1,2.4,9.0,70.0,0.0
62,15,0.0,889.0,0.0,20.8,102.0,23.5,76.0,9,16.1,2.4,9.0,70.0,0.0
63,15,0.0,890.0,0.0,21.2,102.0,23.5,76.0,9,16.1,2.4,9.0,70.0,0.0
64,15,0.0,902.0,0.0,21.2,102.0,23.5,72.0,9,16.1,2.4,9.0,70.0,0.0
65,15,0.0,890.0,0.0,20.8,102.0,23.1,72.0,9,16.1,2.4,9.0,70.0,0.0
66,15,0.0,891.0,0.0,21.2,102.0,23.5,72.0,9,16.1,2.4,9.0,70.0,0.0
67,15,0.0,896.0,0.0,21.2,102.0,23.5,68.0,9,16.1,2.4,9.0,70.0,0.0
68,15,0.0,888.0,0.0,21.2,102.0,23.1,68.0,9,16.1,2.4,9.0,70.0,0.0
69,15,0.0,891.0,0.0,20.4,102.0,22.0,68.0,9,16.1,2.4,9.0,70.0,0.0
70,15,0.0,898.0,0.0,20.4,102.0,21.6,68.0,9,16.1,2.4,9.0,70.0,0.0
71,15,0.0,882.0,0.0,20.4,102.0,21.2,68.0,9,16.1,2.4,9.0,70.0,0.0
72,15,0.0,901.0,0.0,21.2,103.0,22.4,65.0,9,16.1,2.4,9.0,70.0,0.0
73,15,0.0,891.0,0.0,20.8,102.0,22.7,65.0,9,16.1,2.4,9.0,70.0,0.0
74,15,0.0,895.0,0.0,21.2,103.0,23.1,65.0,9,16.1,2.4,9.0,70.0,0.0
75,15,0.0,880.0,0.0,20.8,103.0,23.1,63.0,9,16.1,2.4,9.0,70.0,0.0
76,15,0.0,887.0,0.0,20.8,103.0,23.1,63.0,9,16.1,2.4,9.0,70.0,0.0
77,15,1.0,902.0,0.23,20.8,103.0,23.9,63.0,9,16.1,2.4,9.0,70.0,0.0
78,15,1.0,889.0,-0.25,20.4,103.0,23.5,63.0,9,16.1,2.4,9.0,70.0,0.0
79,15,0.0,893.0,-0.26,20.4,103.0,22.4,63.0,9,16.1,2.4,9.0,70.0,0.0
80,15,0.0,881.0,0.0,20.4,103.0,21.6,63.0,9,16.1,2.4,9.0,70.0,0.0
81,15,0.0,894.0,0.0,20.8,103.0,22.0,66.0,9,16.1,2.4,9.0,70.0,0.0
82,15,0.0,898.0,0.0,20.8,103.0,22.7,66.0,9,16.1,2.4,9.0,70.0,0.0
83,15,0.0,902.0,0.0,20.8,103.0,22.7,66.0,9,16.1,2.4,9.0,70.0,0.0
84,15,2.0,895.0,0.0,20.8,103.0,22.7,66.0,9,16.1,2.4,9.0,70.0,0.0
85,15,2.0,893.0,0.5,20.4,103.0,22.7,67.0,9,16.1,2.4,9.0,70.0,0.0
86,15,3.0,900.0,0.24,20.4,103.0,22.4,67.0,9,16.1,2.4,9.0,70.0,0.0
87,15,3.0,906.0,0.0,20.4,103.0,22.0,67.0,9,16.1,2.4,9.0,70.0,0.0
88,15,3.0,883.0,0.0,20.0,103.0,22.0,67.0,9,16.1,2.4,9.0,70.0,0.0
89,15,0.0,1549.0,-0.57,51.4,104.0,74.9,67.0,9,16.1,2.4,9.0,70.0,0.0
90,15,5.0,1571.0,0.23,38.8,104.0,73.3,67.0,9,16.1,2.4,9.0,70.0,0.0
91,15,7.0,1439.0,0.98,34.5,104.0,62.0,67.0,9,16.1,2.4,9.0,70.0,0.0
92,15,14.0,2120.0,0.99,36.1,104.0,63.5,69.0,9,16.1,2.4,9.0,70.0,0.0
93,15,16.0,2840.0,0.53,34.1,104.0,47.1,69.0,9,16.1,2.4,9.0,70.0,0.0
94,15,19.0,2246.0,0.72,59.2,104.0,60.4,69.0,9,16.1,2.4,9.0,70.0,0.0
95,15,26.0,2069.0,1.08,79.2,104.0,83.1,69.0,9,16.1,2.4,9.0,70.0,0.0
96,15,30.0,2455.0,1.44,53.7,105.0,72.9,69.0,9,16.1,2.4,9.0,70.0,0.0
97,15,32.0,2390.0,0.46,37.6,104.0,62.4,70.0,9,16.1,2.4,9.0,70.0,0.0
98,15,33.0,2027.0,0.24,24.3,105.0,54.1,70.0,9,16.1,2.4,10.0,70.0,0.0
99,15,32.0,1720.0,-0.25,23.5,105.0,18.0,70.0,9,16.1,2.4,9.0,70.0,0.0
100,15,32.0,1768.0,-0.13,30.2,105.0,39.2,70.0,9,16.1,2.4,9.0,70.0,0.0
101,15,35.0,1768.0,0.3,31.4,105.0,41.2,73.0,9,16.1,2.4,9.0,70.0,0.0
102,15,37.0,1861.0,0.3,31.4,105.0,41.6,73.0,9,16.1,2.4,9.0,70.0,0.0
103,15,37.0,1923.0,0.23,32.5,105.0,43.1,73.0,9,16.1,2.4,9.0,70.0,0.0
104,15,41.0,2045.0,0.25,46.7,105.0,80.8,74.0,9,16.1,2.4,9.0,70.0,0.0
105,15,44.0,2205.0,0.92,81.6,105.0,81.6,74.0,9,16.1,2.4,11.0,70.0,0.0
106,15,48.0,2430.0,0.99,82.0,105.0,80.4,74.0,9,16.1,2.4,13.0,70.0,0.0
107,15,49.0,2552.0,0.47,62.7,105.0,80.4,74.0,9,16.1,2.4,12.0,70.0,0.0
108,15,49.0,1854.0,0.0,37.6,105.0,72.5,72.0,9,16.1,2.4,11.0,70.0,0.0
109,15,50.0,1824.0,0.24,38.8,105.0,75.7,72.0,9,16.1,2.4,11.0,70.0,0.0
110,15,51.0,1852.0,0.24,27.8,105.0,41.6,72.0,9,16.1,2.4,11.0,70.0,0.0
111,15,51.0,1833.0,-0.25,24.3,105.0,18.4,72.0,9,16.1,2.4,11.0,70.0,0.0
112,15,51.0,1837.0,-0.19,34.1,105.0,48.2,69.0,9,16.1,2.4,11.0,70.0,0.0
113,15,53.0,1903.0,0.2,45.5,105.0,77.6,69.0,9,16.1,2.4,11.0,70.0,0.0
114,15,55.0,1964.0,0.51,56.5,105.0,74.9,68.0,9,16.1,2.4,11.0,70.0,0.0
115,15,55.0,2013.0,0.0,25.1,105.0,23.1,68.0,9,16.1,2.4,12.0,70.0,0.0
116,15,55.0,1997.0,0.0,29.4,105.0,36.9,68.0,9,16.1,2.4,12.0,70.0,0.0
117,15,58.0,2085.0,0.23,49.8,105.0,74.1,69.0,9,16.1,2.4,12.0,70.0,0.0
118,15,59.0,2105.0,0.74,46.3,105.0,62.7,69.0,9,16.1,2.4,12.0,70.0,0.0
119,15,60.0,2143.0,0.45,36.5,105.0,45.9,69.0,9,16.1,2.4,8.0,70.0,0.0
120,15,61.0,2200.0,0.31,26.3,105.0,56.9,70.0,9,16.1,2.4,8.0,70.0,0.0
121,15,62.0,2292.0,0.28,35.7,105.0,56.1,70.0,9,16.1,2.4,8.0,70.0,0.0
122,15,64.0,2327.0,0.32,34.9,105.0,50.6,70.0,9,16.1,2.4,8.0,70.0,0.0
123,15,66.0,2394.0,0.48,52.9,105.0,75.7,73.0,9,16.1,2.4,9.0,70.0,0.0
124,15,69.0,2468.0,0.37,74.1,105.0,79.2,73.0,9,16.1,2.4,9.0,70.0,0.0
125,15,72.0,2583.0,0.5,82.0,105.0,79.6,73.0,9,16.1,2.4,9.0,70.0,0.0
126,15,74.0,2700.0,0.52,82.0,105.0,79.6,71.0,9,16.1,2.4,9.0,70.0,1.0
127,15,77.0,2766.0,0.49,82.0,105.0,80.0,71.0,9,16.1,2.4,8.0,70.0,1.0
128,15,78.0,2834.0,0.28,48.2,105.0,75.7,71.0,9,16.1,2.4,26.0,70.0,1.0
129,15,79.0,2841.0,0.27,34.9,104.0,45.1,69.0,9,16.1,2.4,25.0,70.0,1.0
130,15,80.0,2867.0,0.19,34.9,104.0,43.9,69.0,9,16.1,2.4,24.0,70.0,1.0
131,15,80.0,2885.0,0.25,54.5,104.0,74.9,69.0,9,16.1,2.4,24.0,70.0,1.0
132,15,81.0,2944.0,0.25,80.0,104.0,81.6,68.0,9,16.1,2.4,24.0,70.0,1.0
133,15,83.0,2996.0,0.25,82.0,104.0,82.0,68.0,9,16.1,2.4,25.0,70.0,1.0
134,15,85.0,3060.0,0.49,82.0,103.0,80.8,69.0,9,16.1,2.4,27.0,70.0,1.0
135,15,86.0,3162.0,0.37,82.0,103.0,80.8,69.0,9,16.1,2.4,28.0,70.0,1.0
136,15,86.0,3005.0,0.0,50.6,103.0,80.0,69.0,9,16.1,2.4,27.0,70.0,1.0
137,15,87.0,2501.0,0.0,81.6,103.0,80.4,69.0,9,16.1,2.4,27.0,70.0,1.0
138,15,88.0,2543.0,0.23,82.0,103.0,80.8,69.0,9,16.1,2.4,28.0,70.0,1.0
139,15,90.0,2583.0,0.23,82.0,102.0,80.4,69.0,9,16.1,2.4,29.0,70.0,1.0
140,15,91.0,2616.0,0.32,82.0,102.0,80.8,69.0,9,16.1,2.4,11.0,70.0,0.0
141,15,92.0,2647.0,0.28,82.0,102.0,80.0,69.0,9,16.1,2.4,12.0,70.0,0.0
142,15,94.0,2689.0,0.41,82.0,102.0,80.0,69.0,9,16.1,2.4,12.0,70.0,0.0
143,15,95.0,2730.0,0.23,82.0,102.0,80.4,69.0,9,16.1,2.4,9.0,70.0,0.0
144,15,96.0,2755.0,0.23,46.3,101.0,73.7,69.0,9,16.1,2.4,9.0,70.0,0.0
145,15,97.0,2767.0,0.23,52.5,101.0,77.3,69.0,9,16.1,2.4,19.0,70.0,0.0
146,15,98.0,2799.0,0.23,73.7,101.0,77.3,68.0,9,16.1,2.4,19.0,70.0,0.0
147,15,99.0,2825.0,0.24,81.2,100.0,79.2,68.0,9,16.1,2.4,19.0,70.0,0.0
148,15,99.0,2851.0,0.17,82.0,100.0,80.0,68.0,9,16.1,2.4,19.0,70.0,0.0
149,15,100.0,2865.0,0.18,82.0,99.0,80.0,68.0,9,16.1,2.4,20.0,70.0,0.0
150,15,100.0,2859.0,-0.23,36.9,99.0,33.7,67.0,9,16.1,2.4,18.0,70.0,0.0
151,15,99.0,2845.0,-0.24,61.6,99.0,79.6,67.0,9,16.1,2.4,18.0,90.0,0.0
152,15,99.0,2849.0,0.0,71.8,99.0,78.8,66.0,9,16.1,2.4,18.0,90.0,0.0
153,15,99.0,2851.0,0.0,68.6,99.0,78.0,66.0,9,16.1,2.4,18.0,90.0,0.0
154,15,99.0,2850.0,-0.16,35.7,99.0,22.7,66.0,9,16.1,2.4,16.0,90.0,0.0
155,15,98.0,2815.0,-0.34,33.3,99.0,38.4,66.0,9,16.1,2.4,15.0,90.0,0.0
156,15,97.0,2784.0,-0.5,75.3,98.0,77.6,66.0,9,16.1,2.4,14.0,90.0,0.0
157,15,97.0,2771.0,-0.26,81.6,98.0,81.6,66.0,9,16.1,2.4,14.0,90.0,0.0
158,15,96.0,2773.0,0.0,82.0,97.0,82.4,66.0,9,16.1,2.4,13.0,90.0,0.0
159,15,97.0,2778.0,-0.24,82.0,97.0,82.4,66.0,9,16.1,2.4,8.0,90.0,0.0
160,15,97.0,2766.0,-0.39,82.0,97.0,82.0,66.0,9,16.1,2.4,9.0,90.0,0.0
161,15,96.0,2756.0,-0.39,67.1,96.0,71.4,66.0,9,16.1,2.4,9.0,90.0,0.0
162,15,95.0,2774.0,-0.39,30.2,96.0,50.2,65.0,9,16.1,2.4,9.0,90.0,0.0
163,15,94.0,2697.0,-0.48,60.8,96.0,76.9,65.0,9,16.1,2.4,9.0,70.0,0.0
164,15,93.0,2669.0,-0.52,28.6,96.0,53.3,65.0,9,16.1,2.4,9.0,70.0,0.0
165,15,91.0,2624.0,-0.51,38.8,96.0,54.5,65.0,9,16.1,2.4,5.0,90.0,0.0
166,15,90.0,2575.0,-0.46,76.1,96.0,80.0,65.0,9,16.1,2.4,6.0,90.0,0.0
167,15,90.0,2572.0,0.0,81.6,96.0,80.8,65.0,9,16.1,2.4,6.0,90.0,0.0
168,15,90.0,2579.0,0.0,82.0,95.0,80.8,62.0,9,16.1,2.4,10.0,90.0,0.0
169,15,90.0,2579.0,0.0,82.0,95.0,80.8,62.0,9,16.1,2.4,11.0,90.0,0.0
170,15,90.0,2578.0,0.0,82.0,95.0,80.8,64.0,9,16.1,2.4,11.0,90.0,0.0
171,15,90.0,2581.0,0.0,82.0,95.0,81.2,64.0,9,16.1,2.4,11.0,90.0,0.0
172,15,90.0,2579.0,-0.24,82.0,94.0,81.2,64.0,9,16.1,2.4,11.0,90.0,0.0
173,15,90.0,2573.0,-0.14,82.0,93.0,76.9,64.0,9,16.1,2.4,10.0,90.0,0.0
174,15,89.0,2568.0,-0.14,82.0,93.0,77.3,64.0,9,16.1,2.4,10.0,90.0,0.0
175,15,89.0,2564.0,-0.14,79.2,93.0,77.6,64.0,9,16.1,2.4,9.0,90.0,0.0
176,15,89.0,2554.0,0.0,82.0,93.0,80.4,63.0,9,16.1,2.4,9.0,90.0,0.0
177,15,89.0,2558.0,0.0,82.0,93.0,81.2,63.0,9,16.1,2.4,10.0,90.0,0.0
178,15,89.0,2549.0,-0.25,82.0,93.0,81.2,63.0,9,16.1,2.4,11.0,90.0,0.0
179,15,88.0,2547.0,-0.5,81.6,93.0,80.4,60.0,9,16.1,2.4,16.0,90.0,0.0
180,15,87.0,2493.0,-0.5,41.6,93.0,69.4,60.0,9,16.1,2.4,16.0,90.0,0.0
181,15,86.0,2479.0,-0.27,73.3,92.0,80.0,60.0,9,16.1,2.4,17.0,90.0,0.0
182,15,85.0,2460.0,-0.26,41.6,92.0,71.0,59.0,9,16.1,2.4,19.0,90.0,0.0
183,15,85.0,2441.0,-0.24,65.9,92.0,79.6,59.0,9,16.1,2.4,9.0,70.0,0.0
184,15,83.0,2397.0,-0.49,27.5,92.0,17.6,59.0,9,16.1,2.4,9.0,70.0,0.0
185,15,81.0,2365.0,-0.73,38.4,92.0,72.2,59.0,9,16.1,2.4,39.0,90.0,1.0
186,15,80.0,2299.0,-0.35,29.0,91.0,29.4,59.0,9,16.1,2.4,40.0,90.0,1.0
187,15,79.0,2266.0,-0.53,38.8,91.0,59.2,59.0,9,16.1,2.4,40.0,90.0,2.0
188,15,78.0,2248.0,-0.24,76.5,91.0,81.2,59.0,9,16.1,2.4,41.0,90.0,2.0
189,15,79.0,2265.0,0.0,81.6,91.0,81.6,59.0,9,16.1,2.4,41.0,90.0,2.0
190,15,79.0,2259.0,0.0,82.0,90.0,81.2,59.0,9,16.1,2.4,41.0,90.0,2.0
191,15,79.0,2265.0,0.24,82.0,90.0,82.0,62.0,9,16.1,2.4,41.0,90.0,2.0
192,15,79.0,2266.0,0.0,82.0,90.0,82.0,62.0,9,16.1,2.4,41.0,90.0,2.0
193,15,79.0,2271.0,0.0,82.0,90.0,81.6,64.0,9,16.1,2.4,40.0,90.0,2.0
194,15,79.0,2276.0,-0.24,82.0,90.0,81.6,64.0,9,16.1,2.4,38.0,90.0,2.0
195,15,78.0,2783.0,-0.69,75.7,90.0,80.8,64.0,9,16.1,2.4,38.0,90.0,2.0
196,15,77.0,2790.0,0.0,81.6,90.0,82.0,63.0,9,16.1,2.4,35.0,90.0,2.0
197,15,77.0,2802.0,0.0,82.0,90.0,82.4,63.0,9,16.1,2.4,31.0,70.0,2.0
198,15,78.0,2811.0,0.18,82.0,90.0,83.1,63.0,9,16.1,2.4,30.0,70.0,2.0
199,15,79.0,2836.0,0.0,82.0,90.0,83.1,65.0,9,16.1,2.4,33.0,70.0,2.0
200,15,79.0,2840.0,0.17,82.0,90.0,83.9,65.0,9,16.1,2.4,32.0,70.0,2.0
201,15,79.0,2865.0,0.0,82.0,90.0,83.9,65.0,9,16.1,2.4,30.0,70.0,2.0
202,15,80.0,2871.0,0.0,82.0,89.0,83.9,65.0,9,16.1,2.4,29.0,70.0,2.0
203,15,80.0,2889.0,0.0,82.0,89.0,83.9,65.0,9,16.1,2.4,9.0,70.0,0.0
204,15,80.0,2895.0,0.0,82.0,89.0,84.3,65.0,9,16.1,2.4,9.0,70.0,0.0
205,15,81.0,2905.0,0.0,82.0,89.0,84.3,64.0,9,16.1,2.4,10.0,70.0,1.0
206,15,81.0,2917.0,0.0,82.0,89.0,84.3,64.0,9,16.1,2.4,11.0,70.0,1.0
207,15,81.0,2922.0,0.0,54.9,89.0,80.0,64.0,9,16.1,2.4,10.0,70.0,0.0
208,15,81.0,2911.0,-0.25,41.2,89.0,70.6,62.0,9,16.1,2.4,9.0,70.0,0.0
209,15,80.0,2888.0,-0.25,79.2,89.0,80.4,62.0,9,16.1,2.4,9.0,70.0,0.0
210,15,80.0,2891.0,0.0,82.0,89.0,80.0,62.0,9,16.1,2.4,9.0,70.0,0.0
211,15,80.0,2894.0,0.0,76.1,89.0,79.6,62.0,9,16.1,2.4,8.0,70.0,0.0
212,15,80.0,2892.0,0.0,42.4,89.0,72.5,62.0,9,16.1,2.4,8.0,70.0,0.0
213,15,80.0,2882.0,0.0,66.7,89.0,83.5,62.0,9,16.1,2.4,9.0,70.0,0.0
214,15,80.0,2894.0,0.0,81.6,89.0,83.5,61.0,9,16.1,2.4,10.0,70.0,0.0
215,15,80.0,2912.0,0.0,82.0,89.0,84.3,61.0,9,16.1,2.4,10.0,70.0,0.0
216,15,81.0,2918.0,0.18,82.0,89.0,84.3,61.0,9,16.1,2.4,11.0,70.0,0.0
217,15,81.0,2919.0,0.0,82.0,89.0,84.3,62.0,9,16.1,2.4,19.0,70.0,0.0
218,15,81.0,2907.0,-0.49,45.9,89.0,76.5,62.0,9,16.1,2.4,16.0,90.0,2.0
219,15,79.0,2871.0,-0.51,72.2,89.0,80.8,62.0,9,16.1,2.4,17.0,90.0,2.0
220,15,79.0,2858.0,0.0,82.0,89.0,83.9,63.0,9,16.1,2.4,18.0,90.0,2.0
221,15,80.0,2870.0,0.0,82.0,89.0,83.9,63.0,9,16.1,2.4,18.0,90.0,2.0
222,15,80.0,2876.0,0.13,82.0,89.0,84.3,63.0,9,16.1,2.4,17.0,90.0,2.0
223,15,80.0,2885.0,0.0,82.0,89.0,83.9,62.0,9,16.1,2.4,9.0,70.0,0.0
224,15,80.0,2904.0,0.0,82.0,89.0,84.3,62.0,9,16.1,2.4,9.0,70.0,0.0
225,15,81.0,2912.0,0.25,82.0,89.0,84.3,62.0,9,16.1,2.4,16.0,90.0,2.0
226,15,81.0,2923.0,0.0,82.0,89.0,84.3,61.0,9,16.1,2.4,16.0,90.0,2.0
227,15,81.0,2932.0,0.0,82.0,90.0,84.7,61.0,9,16.1,2.4,16.0,90.0,2.0
228,15,81.0,2939.0,0.0,82.0,89.0,84.7,61.0,9,16.1,2.4,17.0,90.0,2.0
229,15,82.0,2944.0,0.17,82.0,89.0,84.7,61.0,9,16.1,2.4,17.0,90.0,2.0
230,15,82.0,3008.0,0.0,82.0,89.0,85.1,61.0,9,16.1,2.4,17.0,90.0,2.0
231,15,82.0,2969.0,0.0,82.0,90.0,85.1,61.0,9,16.1,2.4,16.0,90.0,2.0
232,15,83.0,2983.0,0.0,82.0,89.0,85.1,61.0,9,16.1,2.4,14.0,90.0,2.0
233,15,83.0,2988.0,0.0,82.0,90.0,85.1,61.0,9,16.1,2.4,14.0,90.0,2.0
234,15,83.0,3009.0,0.0,82.0,89.0,85.5,61.0,9,16.1,2.4,14.0,90.0,2.0
235,15,84.0,3019.0,0.0,82.0,89.0,85.1,62.0,9,16.1,2.4,4.0,90.0,0.0
236,15,84.0,3028.0,0.14,82.0,90.0,85.9,62.0,9,16.1,2.4,4.0,90.0,0.0
237,15,84.0,3044.0,0.0,82.0,90.0,86.3,62.0,9,16.1,2.4,3.0,90.0,0.0
238,15,85.0,3056.0,0.0,82.0,90.0,85.9,61.0,9,16.1,2.4,2.0,90.0,0.0
239,15,85.0,3061.0,0.0,70.2,90.0,83.1,61.0,9,16.1,2.4,2.0,90.0,0.0
240,15,85.0,3060.0,0.0,46.3,89.0,75.3,61.0,9,16.1,2.4,3.0,90.0,0.0
241,15,85.0,3062.0,0.0,43.9,90.0,74.1,64.0,9,16.1,2.4,4.0,90.0,0.0
242,15,84.0,3019.0,-0.23,36.9,90.0,60.8,64.0,9,16.1,2.4,7.0,90.0,0.0
243,15,84.0,3019.0,-0.23,38.0,90.0,60.8,66.0,9,16.1,2.4,9.0,70.0,0.0
244,15,84.0,3026.0,0.24,76.1,90.0,84.3,66.0,9,16.1,2.4,9.0,70.0,0.0
245,15,85.0,3069.0,0.23,82.0,90.0,84.7,66.0,9,16.1,2.4,11.0,90.0,0.0
246,15,86.0,3131.0,0.25,82.0,90.0,85.1,65.0,9,16.1,2.4,11.0,90.0,0.0
247,15,87.0,3123.0,0.0,54.5,90.0,79.6,65.0,9,16.1,2.4,14.0,90.0,0.0
248,15,87.0,3125.0,0.0,40.8,90.0,59.2,65.0,9,16.1,2.4,14.0,90.0,0.0
249,15,87.0,3149.0,0.0,74.1,90.0,85.5,65.0,9,16.1,2.4,15.0,90.0,0.0
250,15,88.0,3177.0,0.0,80.8,90.0,85.9,65.0,9,16.1,2.4,15.0,90.0,0.0
251,15,88.0,3260.0,-0.53,43.1,90.0,27.8,65.0,9,16.1,2.4,15.0,90.0,0.0
